subject,subject_type,subject_role,relation,object,object_type,object_role,sentence,source_url,strategy
Djokovic,PERSON,Player,playedAgainst,Murray,PERSON,Player,"At Wimbledon, Djokovic defeated Del Potro in a historic semifinal lasting 4 hours and 44 minutes,[149] but lost the final to Murray in straight sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Murray,PERSON,Player,"Djokovic then reached the final of the Paris Masters, where he defeated Murray in straight sets, taking his fourth title there and a record sixth ATP Masters tournament in one year.[176]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Murray,PERSON,Player,"After an early exit at the Monte-Carlo Masters,[183] Djokovic won the Madrid Open, beating Murray in the final.[184]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"At the US Open, Djokovic saved two match points at 4-5 in the fifth set before beating Federer in the semi-finals,[117] but lost to Nadal in the final in four sets.[118]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"Djokovic was a finalist at the US Open, where he lost to Nadal in four sets.[150]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"Djokovic ended the year by winning the 2013 ATP World Tour Finals, beating Nadal in the final.[153]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"At the French Open, Djokovic dropped only two sets en route to the final but lost to Nadal in four sets, his first loss to him after four wins.[157]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"In the second-longest Wimbledon semifinal to date, Djokovic beat Nadal in five sets played over two days.[204]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"At the 2025 Miami Open, Djokovic beat lucky loser Camilo Ugo Carabelli in the third round to claim his record 411th career main draw win at the Masters 1000 level, surpassing Nadal's previous record of 410.[309]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"Tennis pundits have classified many of Djokovic's matches as some of the greatest contests ever, such as the 2012 Australian Open final, in which he beat Nadal in five long and gruelling sets.[323][601]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"""Djokovic defeated by Nadal in French Open semifinal"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"- ""Djokovic Beats Tsitsipas For Madrid Title, Tying Nadal's Masters 1000 Record"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nikolay Davydenko,PERSON,Player,"Djokovic rounded off the season by winning his first year-end championship title at the Tennis Masters Cup in Shanghai in November, beating Nikolay Davydenko",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Nishikori,PERSON,Player,"- ""Djokovic wins 6th Key Biscayne title by beating Nishikori"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Pablo Carreño Busta,PERSON,Player,"At the 2020 Summer Olympics, Djokovic sought a gold medal, but lost to Alexander Zverev in the semifinals and to Pablo Carreño Busta in the bronze match.[253]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"At the French Open, Djokovic, then world No. 63, defeated ninth seed Fernando González en route to his first Grand Slam quarterfinal,[52] where, due to issues with his back, he retired against Rafael Nadal after two sets in their first career meeting, launching their historic rivalry.[53]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"Pat Cash emphasized that Djokovic is one of two players who beat Rafael Nadal at the French Open, which he considers to be ""the biggest challenge in tennis"".[591]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Robin Söderling.[271,PERSON,Player,"Nadal lost to Djokovic in the quarterfinals of the French Open, ending his winning streak of 39 consecutive victories in Paris since his 2009 defeat by Robin Söderling.[271]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"0. Djokovic then claimed his sixth Australian Open, beating Roger Federer in the semifinals and Andy Murray in the final.[179]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,Djokovic then beat top seed Roger Federer in straight sets in the final of the Cincinnati Open and thus became the first singles player to complete the Career Golden Masters.[206,https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"Djokovic defended his title at Wimbledon, beating Roger Federer in a record 4-hour 57-minute five-set final.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Sebastian Korda,PERSON,Player,"Djokovic opened the year with his 92nd title at the Adelaide International, saving a championship point to beat Sebastian Korda.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Tommy Haas,PERSON,Player,"Djokovic reached the final of the Gerry Weber Open on grass but lost to Tommy Haas, and then suffered another defeat to Haas in the quarterfinals of Wimbledon.[101][102]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Tomáš Berdych,PERSON,Player,"In April, Djokovic clinched his second Monte-Carlo Masters by beating Tomáš Berdych in the final,[168] and thus became the first man to win the first three ATP Masters 1000 titles of the season.[169]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Tsitsipas,PERSON,Player,"- ""Djokovic Beats Tsitsipas For Madrid Title, Tying Nadal's Masters 1000 Record"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Wawrinka,PERSON,Player,"Later that year, Djokovic beat Wawrinka at the Cincinnati Masters and Paris Masters.[349]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,Zverev,PERSON,Player,Djokovic defeated Zverev in five sets in the semifinals.,https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,del Potro,PERSON,Player,"Djokovic won the next four matches before he lost to del Potro at the 2013 Indian Wells Masters, where the Argentine made his second career Masters final.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,del Potro,PERSON,Player,"In 2018, Djokovic defeated del Potro in three close sets in the final of the US Open, which was the first Grand Slam final for del Potro since his 2009 US Open victory.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,playedAgainst,del Potro,PERSON,Player,"- ""Djokovic beats del Potro to win Shanghai Masters"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"Djokovic won in 5 hours and 53 minutes, which was the longest major final and longest match in Australian Open history.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"The two contested the longest major final ever played at the 2012 Australian Open, where Djokovic won in five sets after 5 hours and 53 minutes.[323][324][325]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"In the 2013 Australian Open fourth round, Djokovic won 12–10 in a fifth set, with the match being considered one of",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"the best ever played;[345] at the 2013 US Open semifinals, Djokovic won 6–4 in the fifth set; at the 2014 Australian Open quarterfinals, Wawrinka won 9–7 in the fifth.[346]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"Their first meeting was in the final of the 2008 Australian Open, which Djokovic won in four sets to win his first major singles title.[353]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"Their final major meeting was in the second round of the 2019 Australian Open, which Djokovic won in straight sets.[353]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"and Slam match came at the 2019 Australian Open 4th round, which Djokovic won in 4 sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"Both players met again in the quarterfinals of 2025 Australian Open, in which Djokovic won in four sets[377] and in the semifinals of 2025 US Open, in which Alcaraz won in straight sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"The pair have played some notable matches, including the final of the 2023 ATP Finals, which Djokovic won,[379] the 2024 Australian Open semifinal, which Sinner won in four sets,[380] and the 2024 Shanghai Masters final, which Sinner won in straight sets.[381]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"Their next encounter was at the 2026 Australian Open semi-final, where Djokovic won in five sets, ending his losing streak against Sinner.[318]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,French Open,ORG,Tournament,"Djokovic won the French Open, defeating Murray in four sets, completing the historic Nole Slam.[186][187]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,French Open,ORG,Tournament,"They met again in the quarterfinals of the 2012 French Open, which Djokovic won in five sets after over four hours.[356]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,US Open,ORG,Tournament,"Federer served for the match and had two match points in the US Open semi-finals, but Djokovic won in five sets.[130]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,US Open,ORG,Tournament,"the best ever played;[345] at the 2013 US Open semifinals, Djokovic won 6–4 in the fifth set; at the 2014 Australian Open quarterfinals, Wawrinka won 9–7 in the fifth.[346]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,US Open,ORG,Tournament,"The second set of the 2023 US Open, which Djokovic eventually won in a tiebreaker after a grueling 104-minute battle, was one of the longest sets in US Open history.[363]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,US Open,ORG,Tournament,"Both players met again in the quarterfinals of 2025 Australian Open, in which Djokovic won in four sets[377] and in the semifinals of 2025 US Open, in which Alcaraz won in straight sets.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,US Open,ORG,Tournament,"He won his 4th hard court title of the year, defeating Djokovic in the US Open final to achieve the Summer Slam and clinch the US Open Series.[245",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Djokovic,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"In 2017, Djokovic suffered from an elbow injury that weakened his results until the 2018 Wimbledon Championships, where he won the title while ranked No. 21 in the world.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"At Wimbledon, Djokovic won a five-hour quarterfinal over Marcos Baghdatis before retiring in the semifinals against Nadal due to elbow issues.[65][66]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Djokovic won his second Wimbledon title by defeating Federer in five sets in the final, reclaiming the world No. 1 ranking.[158]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"last final was at the 2019 Wimbledon, where Djokovic won in five sets in the longest final in Wimbledon history.[334][335]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Djokovic,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Djokovic then won their next match at the 2011 Wimbledon semifinals to advance to his first final there, claiming the world No. 1 ranking for the first time in the process.[355]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Dominic Thiem,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"At Madrid, he beat Dominic Thiem to tie Djokovic's all-time Masters record of 30 titles.[293]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Ernests Gulbis,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"- ""What you should know about Ernests Gulbis, who beat Roger Federer in Paris"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Fabian Marozsan,PERSON,Player,playedAgainst,Carlos Alcaraz,PERSON,Player,"- ""Fabian Marozsan Beats Carlos Alcaraz in Rome Upset"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Fabio Fognini,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"In the first round of Wimbledon, Alcaraz was unexpectedly taken to five sets by Fabio Fognini, who had already announced his retirement and had not won a match all season.[209]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
Federer,PERSON,Player,participatedIn,Grand Slam,ORG,Tournament,They played a record 18 Grand Slam matches and a joint-record nine Grand Slam tournament finals (tied with Nadal–Federer).,https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Federer,PERSON,Player,playedAgainst,Andre Agassi's,PERSON,Player,"At Madrid, Nadal beat Federer to become the first man to complete a clean sweep of the three clay-court Masters 1000 titles[164] and it was his 18th Masters title, breaking Andre Agassi's record.[165]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Federer,PERSON,Player,playedAgainst,Anthony Wilding,PERSON,Player,"At Monte Carlo, Nadal beat Federer in the final for the third year in a row to become the first player to win four consecutive titles there since Anthony Wilding in 1914.[109]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Federer,PERSON,Player,playedAgainst,Björn Borg's,PERSON,Player,"He won the Italian Open beating Federer in a fifth-set tiebreak in the final, after saving two match points, and equaled Björn Borg's tally of 16 ATP titles won as a teenager.[31]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Federer,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"""Carlos Alcaraz follows Federer's 2015 path to US Open final, beats Djokovic without dropping a set"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Federer,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,He beat Federer in the semis before losing in straight sets to Djokovic in the final.[249],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Federer,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"At the US Open, Djokovic saved two match points at 4-5 in the fifth set before beating Federer in the semi-finals,[117] but lost to Nadal in the final in four sets.[118]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Federer,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"At Wimbledon, he earned his 100th grass-court win en route to the final,[250] where he defeated Matteo Berrettini to win his sixth title and 20th major, tying Federer and Nadal.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Federer,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"- ""Federer beats Nadal again"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Federer,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"At Indian Wells and Miami, he defeated both Federer and Rafael Nadal to claim back-to-back Masters 1000 titles[122]—becoming only the third player to beat both in the same event twice.[123][124]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Federer,PERSON,Player,playedAgainst,Tommy Robredo,PERSON,Player,Nadal beat Federer in the final of the Monte Carlo Masters[82] and Tommy Robredo in the Barcelona final.[83],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Federer,PERSON,Player,won,US Open,ORG,Tournament,"Federer served for the match and had two match points in the US Open semi-finals, but Djokovic won in five sets.[130]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Federer,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Djokovic won his second Wimbledon title by defeating Federer in five sets in the final, reclaiming the world No. 1 ranking.[158]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Federer,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,Federer won the final and his fourth consecutive Wimbledon title.[90],https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Federer,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,Nadal then won consecutive five-set matches during the third and fourth rounds of Wimbledon before being beaten by Federer in a five-set final.,https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Federico Delbonis,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open Nadal won his first three matches in straight sets against Hugo Dellien, Federico Delbonis and Pablo Carreño Busta.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Fernando González,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"At the French Open, Djokovic, then world No. 63, defeated ninth seed Fernando González en route to his first Grand Slam quarterfinal,[52] where, due to issues with his back, he retired against Rafael Nadal after two sets in their first career meeting, launching their historic rivalry.[53]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Ferrer,PERSON,Player,won,French Open,ORG,Tournament,"At the French Open, Nadal won his semi-final match against Ferrer to set up another final against Novak Djokovic.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Fognini,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"At Monte Carlo he lost to Novak Djokovic in straight sets in the semi finals,[266] at Barcelona he lost to Fognini in the quarterfinals[267] and at Madrid he lost the final to Andy Murray in straight sets, resulting in his dropping out of the top five for the first time since 2005.[268][269]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Frances Tiafoe,PERSON,Player,playedAgainst,Nikola Miloje,PERSON,Player,"He received wildcards at the Mexican Open, where he lost to eventual champion Alexander Zverev in the first round;[49] at the Barcelona Open, where he lost to Frances Tiafoe in the first round;[50] and at the Andalucía Open, where he defeated Nikola Miloje",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Francisco Cerúndolo,PERSON,Player,playedAgainst,Federer,PERSON,Player,"In the fourth round, he defeated Francisco Cerúndolo in his longest French Open match (4h39m), surpassing Federer's records for most Grand Slam match wins and quarterfinal appearances.[299]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Fred Perry,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"No British man won the singles event at Wimbledon between Fred Perry in 1936 and Andy Murray in 2013, while no British woman has won since Virginia Wade in 1977, although Annabel Croft and Laura Robson won the Girls' Championship in 1984 and 2008 respectively.",https://en.wikipedia.org/wiki/Wimbledon_Championships,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"He became the third man to win every modern big title on clay (French Open, Monte-Carlo, Madrid, and Rome) after Rafael Nadal and Novak Djokovic.[197]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"""French Open Adds Day; Clay Stays the Same"".",https://en.wikipedia.org/wiki/French_Open,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"- ""Why is the French Open played on clay?"". 19 May 2022.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"It was open to all amateurs and since 1928 has been held on clay courts at the Stade Roland-Garros in Paris, France.[66][69]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"Organized by the Fédération française de tennis (FFT), formerly known as the Fédération Française de Lawn Tennis until 1976,[70] the French Open is the only Grand Slam tournament played on a red clay surface.[71]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"The World Hard Court Championships was considered the premier clay championship in France from 1912–1923 (apart from one year held in Belgium) as it admitted international competitors, and it is therefore often seen as the true precursor to the French Open before 1925.[14][74]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"These tournaments are held clay and grass courts, respectively, surfaces very different from each other,[71] usually being held a few weeks from each other,[185] meaning that players who have deep runs in the French Open have little time to adapt to the different surface conditions found at Wimbledon.[186][187]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"He continued his good form on clay at the French Open by reaching the final without dropping a set in the first five rounds, including a quarterfinal clash with Nadal and a five-set semifinal victory over Andy Murray which took two days to complete.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"He is also the player with the most victories over Nadal on clay, having defeated him twice at the French Open and all three clay court Masters events, notably at the 2013 Monte-Carlo Masters, where he ended Nadal's run of eight consecutive titles.",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,Nadal then broke Argentinian Guillermo Vilas's 29-year male record of 53 consecutive clay-court match victories by beating Robin Söderling in the first round of the French Open.[85][86],https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"He became the first man to win majors on clay, grass, and hard courts in the same year, and the first to win the French Open, Wimbledon, and the US Open in the same year since Rod Laver in 1969.[178]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"However, Nadal retained his No. 1 ranking during the clay-court season and won his sixth French Open title by defeating Roger Federer.[196]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"His 14 French Open titles are a record at any single tournament, and he holds Open Era records for the longest single-surface win streak in matches (81 on clay) and in sets (50 on clay).",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"Nadal holds the men's all-time records for the most majors won without losing a set (4), the most match wins at a single major (112 at the French Open), and the highest match-winning percentage at clay court majors (96.6%), among many others.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"In 2019, former world No. 1 and 1995 French Open champion Thomas Muster stated: ""Rafael Nadal is the best clay-court player ever"".[426]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Clay,ORG,Surface,"""Nadal Embraces History With a Record Seventh Title on the Clay of Roland Garros"".",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Grass,ORG,Surface,"These tournaments are held clay and grass courts, respectively, surfaces very different from each other,[71] usually being held a few weeks from each other,[185] meaning that players who have deep runs in the French Open have little time to adapt to the different surface conditions found at Wimbledon.[186][187]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Grass,ORG,Surface,"He became the first man to win majors on clay, grass, and hard courts in the same year, and the first to win the French Open, Wimbledon, and the US Open in the same year since Rod Laver in 1969.[178]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Hard,ORG,Surface,"This marked the start of the Open Era of tennis,[29] with its first tournament, the 1968 British Hard Court Championships, beginning three weeks later on 22 April in Bournemouth, England,[37] while the first open Grand Slam tournament, the 1968 French Open, was held in May.[29]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Hard,ORG,Surface,"The World Hard Court Championships was considered the premier clay championship in France from 1912–1923 (apart from one year held in Belgium) as it admitted international competitors, and it is therefore often seen as the true precursor to the French Open before 1925.[14][74]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Hard,ORG,Surface,"He became the first man to win majors on clay, grass, and hard courts in the same year, and the first to win the French Open, Wimbledon, and the US Open in the same year since Rod Laver in 1969.[178]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
French Open,ORG,Tournament,hasSurface,Hard Court,ORG,Surface,"This marked the start of the Open Era of tennis,[29] with its first tournament, the 1968 British Hard Court Championships, beginning three weeks later on 22 April in Bournemouth, England,[37] while the first open Grand Slam tournament, the 1968 French Open, was held in May.[29]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Hard Court,ORG,Surface,"The World Hard Court Championships was considered the premier clay championship in France from 1912–1923 (apart from one year held in Belgium) as it admitted international competitors, and it is therefore often seen as the true precursor to the French Open before 1925.[14][74]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
French Open,ORG,Tournament,hasSurface,Hard Court,ORG,Surface,"He became the first man to win majors on clay, grass, and hard courts in the same year, and the first to win the French Open, Wimbledon, and the US Open in the same year since Rod Laver in 1969.[178]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Fritz,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"Having lost to Fritz at the Laver Cup just 10 days prior, Alcaraz swept past him to secure his eighth title of the year.[218]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Gaël Monfils,PERSON,Player,playedAgainst,Mario Ančić.[46,PERSON,Player,"Djokovic's Grand Slam debut came at the 2005 Australian Open, followed by his first Slam win at the French Open.[10]: 89–91 That year, he also reached the third round at both Wimbledon[10]: 91 and the US Open, where he beat Gaël Monfils and Mario Ančić.[46]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Gaël Monfils,PERSON,Player,playedAgainst,Vajda,PERSON,Player,"He began the grass season at the Eastbourne International, winning the title by beating Gaël Monfils—his only tournament win without Vajda until their 2022 split.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Gaël Monfils,PERSON,Player,won,French Open,ORG,Tournament,"2014: Ninth French Open title and sustained injuries At the Qatar Open, Nadal won the title beating Gaël Monfils in the final.[250]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Genčić,PERSON,Player,fromCountry,Munich,GPE,Country,"Genčić coached him in Belgrade from 1993 to 1999, while Pilić worked with him in Munich from 1999 to 2003.[13][16]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Grand Slam,ORG,Tournament,hasSurface,Clay,ORG,Surface,"Organized by the Fédération française de tennis (FFT), formerly known as the Fédération Française de Lawn Tennis until 1976,[70] the French Open is the only Grand Slam tournament played on a red clay surface.[71]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
Grand Slam,ORG,Tournament,hasSurface,Clay,ORG,Surface,"In May 2001, he defeated former Grand Slam tournament champion Pat Cash in a clay-court exhibition match.[8][34]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Grand Slam,ORG,Tournament,hasSurface,Grass,ORG,Surface,"It is one of few tournaments and the only Grand Slam event that is still played on grass courts,[86] tennis's original surface, and where ""lawn tennis"" originated in the 1800s.[87]",https://en.wikipedia.org/wiki/Grand_Slam_(tennis),cooccurrence
